-68.44 -23.22 108.6 -1.55e+19 1.23e+18 1.43e+19 4.28e+18 -8.33e+18 -8.159999999999999e+18 1  X Y 202006030735A
179.99 -14.93 14.9 1.1e+17 -1.01e+17 -9000000000000000.0 2.6e+16 -1.63e+17 1.17e+18 1  X Y 202009150412A
158.34 55.84 353.1 6.6e+17 -1.35e+18 6.88e+17 -5.11e+18 3.34e+18 -3.35e+17 1  X Y 202009150341A
-172.84 -15.27 16.5 1.25e+18 5.91e+17 -1.84e+18 6.64e+17 1.58e+18 3.47e+17 1  X Y 202007181532A
147.74 -7.84 71.6 -7.39e+18 -2.35e+19 3.09e+19 -1.95e+19 4.05e+19 7.02e+18 1  X Y 202007170250A
128.38 28.79 170.9 -7.05e+18 -6e+17 7.65e+18 -4.24e+18 -7.87e+18 -5.48e+18 1  X Y 202006131551A
166.42 -12.14 126.3 8.819999999999999e+18 -1.67e+18 -7.15e+18 -6.8e+17 -2.12e+18 2.23e+18 1  X Y 202005122241A
128.15 2.98 121.3 1.31e+18 4.61e+18 -5.92e+18 2.91e+18 2.89e+18 2.49e+18 1  X Y 202006040849A
-27.28 47.29 12.0 -6.72e+17 -4.12e+16 7.13e+17 7.060000000000001e+16 5.59e+16 -5.57e+16 1  X Y 202103200149A
-68.86 -31.85 25.8 2.16e+18 4.99e+18 -7.15e+18 -2.34e+18 1.65e+18 -3.35e+17 1  X Y 202101190246A
-67.18 -24.33 189.9 -2.95e+18 -4.43e+17 3.4e+18 9.75e+17 -1.59e+18 2.6e+16 1  X Y 202011302254A
124.52 4.17 313.0 -8.85e+17 -3.32e+17 1.22e+18 -9.23e+17 -5.91e+17 3.53e+17 1  X Y 202104100930A
-73.12 -34.67 33.8 1.67e+17 -1.17e+17 -5e+16 -1.27e+18 -7.1e+17 1.28e+18 1  X Y 202011220054A
141.77 38.38 52.3 3.2799999999999996e+19 -1.78e+18 -3.1e+19 1.41e+19 3.4000000000000004e+19 -9.49e+18 1  X Y 202103200909A
-176.68 -14.81 12.0 -5.03e+17 2.23e+18 -1.73e+18 1.06e+17 7.3e+16 -6.31e+17 1  X Y 202102181530A
171.9 -23.24 14.0 -3.3e+17 1.56e+18 -1.23e+18 -1.55e+17 -3.29e+17 5.88e+17 1  X Y 202102110652A
169.8 -20.77 130.9 -1.46e+18 1.74e+17 1.28e+18 -3000000000000000.0 1.0299999999999999e+18 7.2e+16 1  X Y 202101080501A
121.96 24.74 81.5 6.91e+17 3.64e+17 -1.05e+18 2.82e+17 -1.34e+18 -1.38e+18 1  X Y 202012101319A
-112.33 -28.77 12.0 -7.2e+16 -1.42e+18 1.49e+18 2.8500000000000003e+17 -2.36e+17 -1.33e+18 1  X Y 202112030440A
-27.19 -60.53 12.0 -2.0399999999999997e+18 1.35e+18 6.88e+17 4.3e+17 -2.2e+16 -1.94e+18 1  X Y 202110040354A
25.16 35.1 12.0 -9.49e+17 3.13e+17 6.36e+17 9000000000000000.0 8.9e+16 5.6000000000000006e+17 1  X Y 202109270617A
-74.28 -36.82 12.0 2.67e+18 3.3000000000000004e+16 -2.7e+18 -8.29e+17 -4.3899999999999995e+18 -4e+17 1  X Y 202109211314A
-24.78 -58.04 38.9 1.74e+18 1.26e+17 -1.87e+18 -1.76e+17 7.69e+17 1.93e+17 1  X Y 202108171753A
-24.18 -60.57 12.0 -3.3499999999999996e+19 5.75e+18 2.77e+19 -1.29e+18 3.13e+18 1.91e+19 1  X Y 202108222133A
-82.41 6.6 17.0 3.4e+16 2.45e+17 -2.79e+17 3.54e+17 4e+16 1.29e+18 1  X Y 202105130942A
142.44 31.14 12.7 -3.76e+18 1.53e+17 3.61e+18 -1.61e+17 1.09e+18 -1.65e+18 1  X Y 202111291240A
142.44 31.14 12.7 -3.76e+18 1.53e+17 3.61e+18 -1.61e+17 1.09e+18 -1.65e+18 1  X Y 202111291240A
121.7 24.63 80.4 9.32e+17 -3.8e+16 -8.95e+17 2.2e+16 -1.94e+18 -9.76e+17 1  X Y 202110240511A
126.29 0.28 20.4 1.56e+18 -1.49e+18 -6.7e+16 -2.66e+17 7.21e+17 -1.37e+18 1  X Y 202106031009A
92.5 26.62 39.8 1.0000000000000001e+18 -1.08e+18 7.6e+16 3.48e+17 6.71e+17 6.7e+17 1  X Y 202104280221A
-82.7 6.72 16.9 3.7e+16 -4.82e+17 4.45e+17 3.75e+17 2.42e+17 2.0499999999999997e+18 1  X Y 202107172056A
-82.83 7.39 17.5 -2.3e+17 -3.9600000000000005e+18 4.2e+18 -3e+17 -2.3e+17 1.42e+19 1  X Y 202107212115A
-71.6 -28.79 20.8 7.92e+17 1.5e+16 -8.07e+17 -1.2e+16 -1.1e+18 -5.6e+16 1  X Y 202107040129A
-90.58 13.15 34.6 9.850000000000001e+17 -8.17e+17 -1.67e+17 3.71e+17 -4.54e+17 4.98e+17 1  X Y 202105120845A
146.82 -3.3 12.0 3.4e+16 -5.31e+17 4.97e+17 3.7e+16 -2.7100000000000003e+17 1.74e+18 1  X Y 202107211426A
-157.32 55.4 29.6 1.0299999999999999e+21 -7.69e+20 -2.6e+20 2.39e+21 1.37e+21 -4.82e+20 1  X Y 202107290615A
153.51 -60.4 15.7 -6.17e+17 4.65e+18 -4.0400000000000005e+18 3.3e+17 4.85e+17 -3.9400000000000005e+18 1  X Y 202112120858A
-179.36 -18.06 646.9 -3.6e+17 1.22e+18 -8.65e+17 1.16e+18 -7.67e+17 9.720000000000001e+17 1  X Y 202112261542A
121.97 -7.46 13.5 1.8e+18 -7.51e+19 7.33e+19 -3.89e+19 1.45e+19 -9.87e+19 1  X Y 202112140320A
-24.72 -58.1 37.5 1.11e+18 3.5000000000000004e+16 -1.1400000000000001e+18 -1.21e+17 5.16e+17 1.51e+17 1  X Y 202111010002A
-23.6 -60.33 12.0 -1.2e+19 2.14e+18 9.87e+18 2.94e+18 4.3e+17 7.61e+18 1  X Y 202108220045A
-24.34 -59.48 20.0 1.39e+21 -1.47e+20 -1.24e+21 -3.73e+20 2.75e+21 -2.5600000000000003e+20 1  X Y 202108121832A
-26.93 -60.71 12.0 -1.3099999999999998e+17 -1.1e+17 2.41e+17 1.63e+17 1.5e+17 -1.69e+18 1  X Y 202108131034A
-178.93 51.12 29.2 1.67e+18 -1.64e+18 -3.0999999999999996e+16 1.19e+18 8.37e+17 -5.39e+17 1  X Y 202109241152A
94.09 8.84 13.7 -3.06e+17 -9.52e+17 1.26e+18 -2.68e+17 1.95e+17 1.19e+18 1  X Y 202108030342A
98.46 34.66 12.0 -2.06e+19 8.21e+19 -6.15e+19 1.55e+19 -8.000000000000001e+18 1.49e+20 1  X Y 202105211804A
-179.39 -21.88 607.3 8.2e+16 -3.71e+17 2.89e+17 -9.56e+17 -1.48e+18 -1.86e+17 1  X Y 202107022014A
-148.41 62.57 66.3 -1.07e+18 4.94e+17 5.78e+17 1.29e+17 4.83e+17 1.42e+18 1  X Y 202105310659A
-177.5 -18.87 399.9 4.37e+17 -2.61e+17 -1.76e+17 -1.05e+18 -7000000000000000.0 -1.35e+18 1  X Y 202105072335A
-116.12 -25.38 14.4 -1.2500000000000002e+17 -1.45e+18 1.58e+18 -2.8e+16 -4.1e+16 7.28e+17 1  X Y 201912252020A
154.62 -4.51 471.9 -1.07e+18 1.1499999999999999e+18 -7.7e+16 1.24e+18 -6.38e+17 -3.72e+17 1  X Y 202005071121A
-74.11 3.45 19.4 3.42e+17 6.6e+17 -1.0000000000000001e+18 -4.9500000000000006e+17 -1.21e+17 3.63e+17 1  X Y 201912241903A
167.91 -16.18 190.0 1.1200000000000001e+18 -1.51e+17 -9.7e+17 -5.63e+18 -3.54e+18 2.28e+17 1  X Y 202008051205A
100.99 -4.56 23.0 7.18e+18 -3.86e+18 -3.33e+18 9.29e+18 -6.3e+18 3.85e+18 1  X Y 202008182223A
-161.03 54.57 44.5 1.16e+18 -9.5e+17 -2.13e+17 6.79e+17 6.85e+17 -7.56e+17 1  X Y 202007280803A
-178.69 -20.74 626.0 -7.34e+17 1.06e+18 -3.27e+17 -8.33e+17 -6.95e+17 4.8e+16 1  X Y 202007212056A
110.55 -5.69 535.0 -1.03e+19 9.98e+18 2.9e+17 2.64e+18 -5.88e+18 -4.89e+18 1  X Y 202007062254A
123.71 0.02 98.1 6.2e+17 -8.41e+17 2.21e+17 1.05e+18 4.75e+17 -4.4e+16 1  X Y 202006230743A
95.04 11.94 12.0 -5.03e+17 5.0000000000000006e+17 3000000000000000.0 6.19e+17 1.58e+17 1.69e+18 1  X Y 202007171403A
